61;93;35;66;13;63;56;86;17;59;45;89;55;87;60;86;11;78;48;86;48;56;52;48;44;67;16;66;43;62;35;61;50;86;45;73;63;100;46;85;44;91;47;49
61;93;35;66;13;63;56;86;17;59;45;89;55;87;60;86;11;78;48;86;48;56;52;48;44;67;16;66;39;75;35;61;50;86;45;73;63;100;46;85;44;91;47;49
63;87;37;61;13;60;55;87;18;45;46;87;55;93;60;86;11;72;53;66;46;60;54;41;42;72;16;55;39;72;36;59;52;87;45;70;64;93;45;89;46;87;47;49
63;87;40;55;12;58;56;86;17;46;45;93;56;86;61;86;14;72;57;50;49;51;57;35;41;70;16;55;38;72;40;55;51;92;45;70;64;96;51;82;46;93;47;49
57;93;21;38;14;57;43;93;13;63;30;86;45;87;64;93;13;76;42;85;47;63;52;71;33;63;17;50;28;58;18;41;53;79;46;70;58;87;53;85;46;90;49;51
48;93;19;43;14;52;41;92;14;69;30;80;41;92;66;93;12;78;45;85;45;62;50;71;32;66;17;55;28;58;17;42;51;89;46;67;49;89;51;85;46;90;49;49
46;87;19;43;14;52;41;93;14;69;30;85;41;93;66;93;12;78;45;85;45;62;50;60;32;63;17;55;28;58;17;42;51;89;46;67;49;89;50;89;45;90;49;49
43;93;18;45;14;54;41;92;14;69;30;85;41;88;66;93;12;78;47;83;42;70;46;76;32;63;0;60;28;58;17;45;51;89;46;67;46;88;49;89;45;90;49;47
41;93;18;47;14;52;39;93;12;61;30;81;39;92;64;96;11;67;48;79;42;70;46;73;32;63;16;57;28;58;16;49;51;85;46;67;45;89;50;82;45;90;48;49
41;100;18;51;15;60;39;92;12;63;30;81;39;88;62;89;11;72;49;83;42;70;45;73;32;64;0;60;28;58;17;49;50;89;46;67;43;92;49;86;44;90;49;47
41;93;18;51;15;60;37;93;12;63;30;80;37;93;59;87;11;72;52;76;42;70;45;73;32;64;0;60;28;58;17;49;50;89;46;67;41;86;49;86;44;91;49;47
39;100;19;47;14;57;37;93;11;61;31;75;37;93;57;93;11;85;54;76;41;73;44;76;30;80;0;60;28;55;18;47;49;89;45;70;41;92;47;86;45;90;50;46
39;93;20;43;13;55;37;93;14;56;32;72;37;93;57;89;14;78;54;77;42;70;45;70;30;80;17;60;25;79;19;45;48;92;46;67;42;85;49;83;46;93;49;47
39;93;21;41;12;55;37;93;15;51;32;72;37;93;53;89;14;78;56;74;42;70;47;68;30;86;15;51;25;84;21;41;51;85;45;70;43;82;50;82;46;87;47;55
39;86;21;41;12;55;37;93;15;51;35;72;37;86;52;87;16;73;56;74;42;70;47;68;30;86;15;51;25;86;21;41;51;85;45;70;43;82;50;82;46;87;47;55
39;86;23;36;14;51;37;93;17;45;37;69;36;93;52;81;18;67;61;45;46;62;53;56;30;86;13;43;25;86;21;41;55;74;46;67;44;76;56;80;48;87;46;60
41;80;25;38;18;47;37;92;18;43;40;64;36;93;52;87;18;67;60;51;49;44;57;52;30;86;12;37;25;86;21;41;57;62;46;67;47;70;59;64;50;87;51;45
41;80;25;35;20;49;37;92;20;41;42;64;36;89;54;81;19;67;59;57;50;46;59;47;30;86;11;34;25;86;23;40;59;62;47;68;48;65;62;51;55;79;52;48
39;65;24;38;18;65;33;84;18;43;47;51;33;78;48;73;18;73;55;77;57;34;64;39;31;88;11;44;26;88;22;40;62;47;46;76;46;55;61;72;61;58;56;46
37;64;23;36;18;65;33;78;18;45;47;53;33;75;46;76;18;73;54;82;56;38;64;39;31;85;11;48;26;88;22;41;63;42;47;70;44;53;60;69;61;54;54;48
37;69;23;36;18;65;33;78;18;45;47;53;33;75;46;76;18;73;54;82;56;38;64;39;31;85;11;48;27;86;22;41;63;42;47;70;44;53;60;69;61;54;54;48
36;69;22;40;19;67;32;75;15;64;44;62;32;72;44;73;18;73;55;79;54;41;62;47;30;89;12;56;27;92;21;43;62;43;45;79;41;62;59;69;55;71;53;52
36;69;22;40;20;67;32;75;15;64;44;62;31;75;42;72;18;73;55;83;54;43;58;59;30;88;12;61;26;92;20;45;59;57;45;79;40;62;58;69;57;58;52;56
36;69;22;40;19;73;32;75;15;64;44;62;30;80;42;72;18;73;55;83;54;43;58;59;30;88;12;61;27;86;20;45;59;57;45;79;40;62;58;69;57;58;52;56
32;80;22;40;19;79;31;75;15;67;41;67;31;78;40;73;18;73;55;83;51;51;57;66;30;88;12;52;26;92;20;47;56;66;45;79;38;64;57;71;52;93;50;63
32;80;21;41;19;76;31;78;15;61;38;72;30;74;40;70;16;79;56;83;50;56;55;74;30;85;11;56;26;92;20;47;54;74;45;79;37;66;57;68;52;87;50;63
