62;90;36;62;8;61;57;82;18;45;45;93;56;84;59;94;16;73;41;89;44;74;51;71;47;71;6;51;45;52;34;67;54;88;46;68;64;93;50;83;46;93;42;89
62;90;36;62;8;61;57;82;18;45;45;93;56;84;59;94;16;73;41;89;44;74;51;71;47;71;6;51;45;52;34;67;54;88;46;68;64;93;50;83;46;93;42;89
62;90;36;62;8;61;57;82;18;45;45;93;56;84;59;94;16;73;41;89;44;74;51;71;47;71;6;51;45;52;34;67;54;88;46;68;64;93;50;83;46;93;42;89
63;87;39;57;9;54;56;87;12;75;45;93;56;84;59;94;14;68;51;71;42;73;51;71;42;73;7;51;39;73;36;59;52;86;46;66;64;94;51;80;45;100;43;86
64;94;24;30;8;43;43;93;8;54;31;91;46;93;61;100;9;64;49;74;42;76;58;75;34;61;5;40;29;46;19;30;55;83;48;61;66;93;57;81;50;83;47;59
61;93;23;29;7;51;43;93;8;57;31;87;46;89;63;100;10;61;49;74;40;82;57;74;33;64;5;40;28;51;18;33;55;80;48;61;66;93;56;80;48;89;47;59
55;93;21;27;7;45;41;93;7;64;31;74;41;93;64;100;11;61;47;83;42;68;56;69;32;66;4;48;29;49;18;33;52;86;47;66;56;87;53;86;46;93;43;71
49;90;21;30;7;45;41;93;7;64;30;77;39;93;64;100;11;65;49;80;39;76;54;72;32;64;4;48;28;51;17;35;53;83;47;66;53;86;54;83;46;93;44;68
49;90;21;30;7;45;41;93;7;64;30;77;39;93;64;100;11;65;49;80;39;76;54;72;32;64;4;48;28;51;17;35;53;83;47;66;53;86;54;83;46;93;44;68
44;96;20;34;6;45;39;96;8;61;30;82;37;89;64;100;13;58;50;86;38;79;52;71;32;64;3;50;28;51;16;42;53;83;48;61;47;90;53;77;46;89;44;73
43;97;20;32;5;54;39;93;8;61;30;77;36;89;59;94;13;61;52;80;37;83;50;77;32;64;3;53;28;51;17;42;51;89;47;66;46;86;52;80;45;93;45;76
43;97;20;32;5;54;39;93;8;61;30;77;36;89;59;94;13;61;52;80;37;83;50;77;32;64;3;53;28;51;17;42;51;89;47;66;46;86;52;80;45;93;45;76
42;92;21;32;6;51;37;100;10;57;30;77;36;89;55;100;13;61;54;77;37;80;50;77;30;76;4;51;28;48;18;40;51;89;47;66;44;85;51;80;44;93;44;76
41;96;21;32;9;48;38;93;13;44;31;71;35;89;54;100;14;58;55;67;37;80;52;63;30;76;7;48;27;63;19;38;51;89;49;59;44;82;51;77;45;93;45;71
41;96;21;32;9;48;38;93;13;44;31;71;35;89;54;100;14;58;55;67;37;80;52;63;30;76;7;48;27;63;19;38;51;89;49;59;44;82;51;77;45;93;45;71
41;96;21;32;9;48;38;93;13;44;31;71;35;89;54;100;14;58;55;67;37;80;52;63;30;76;7;48;27;63;19;38;51;89;49;59;44;82;51;77;45;93;45;71
42;82;24;26;14;44;38;93;16;37;35;72;33;89;50;94;17;52;63;40;43;71;57;59;30;86;12;41;25;82;21;34;56;75;48;63;46;68;56;62;49;83;48;68
43;76;24;26;18;40;37;93;19;34;37;70;34;87;50;87;17;58;65;40;47;50;62;43;31;82;14;35;25;83;21;34;59;67;49;61;49;66;60;57;52;83;50;61
42;65;26;23;19;56;34;89;20;32;46;56;32;82;45;81;19;52;63;54;55;39;67;39;30;91;16;44;26;85;22;32;64;45;50;66;50;52;61;70;62;52;55;51
39;65;25;23;18;59;33;85;18;37;47;52;32;79;46;76;18;59;60;57;56;39;66;45;31;87;15;54;26;85;22;32;66;43;49;69;50;50;62;70;61;56;56;49
39;65;25;23;18;59;33;85;18;37;47;52;32;79;46;76;18;59;60;57;56;39;66;45;31;87;15;54;26;85;22;32;66;43;49;69;50;50;62;70;61;56;56;49
39;57;25;26;18;59;33;78;17;39;47;54;31;74;45;76;18;55;59;69;56;39;66;48;31;82;15;58;27;83;22;34;65;43;49;66;47;50;61;70;59;55;54;55
37;65;24;26;19;62;32;75;16;44;44;63;30;70;41;81;17;58;57;81;52;47;62;62;30;86;16;59;27;91;21;36;63;50;48;68;45;52;60;72;57;57;53;57
36;64;24;26;20;62;32;75;14;52;44;63;29;78;39;75;17;62;56;84;50;52;60;69;30;86;16;59;26;90;20;38;61;60;46;79;43;56;59;78;53;83;52;63
