61;97;36;65;9;61;53;88;16;67;45;93;57;82;59;95;15;71;44;93;45;69;52;67;45;66;7;56;43;61;36;65;51;86;45;68;62;87;49;89;41;87;43;87
61;97;36;65;9;61;53;88;12;85;45;93;57;82;59;95;15;66;44;93;45;69;52;67;45;66;7;56;39;75;36;65;51;87;45;68;62;87;49;89;41;87;43;87
62;94;37;60;9;61;54;88;12;79;45;93;57;82;60;94;16;62;51;70;47;63;52;72;43;71;7;56;39;70;37;65;51;89;45;68;62;88;50;88;42;89;43;87
62;94;37;60;10;56;54;84;14;52;46;87;57;82;60;94;16;62;51;52;49;60;54;67;41;70;9;47;37;75;37;65;52;89;45;68;63;87;54;81;42;89;45;81
55;97;21;38;7;56;38;100;9;61;30;86;48;87;62;100;10;67;43;88;42;78;57;72;34;60;5;46;28;59;19;38;52;82;47;64;59;80;53;91;46;83;46;62
53;97;19;42;7;51;38;100;9;61;30;93;43;87;63;100;11;66;43;89;42;78;57;72;32;64;3;55;28;59;19;32;50;85;47;63;56;82;53;92;46;84;46;62
42;97;19;42;7;51;37;100;7;72;30;80;39;93;64;100;12;65;43;90;40;78;54;72;32;64;3;55;28;59;18;41;51;87;47;63;49;80;51;92;44;85;45;66
41;97;18;45;7;51;36;100;7;72;30;86;39;87;65;100;12;66;43;88;40;78;52;77;32;64;3;55;28;59;18;41;51;87;47;63;48;81;51;88;43;85;45;71
40;97;18;49;7;51;36;100;9;66;30;86;37;87;62;100;12;65;47;86;40;77;52;72;32;64;3;55;28;59;18;41;50;88;47;63;46;79;51;87;43;86;45;71
39;97;18;49;5;60;36;100;9;66;30;80;37;87;58;100;12;66;48;85;40;79;50;76;32;64;3;60;28;59;18;41;49;89;47;64;44;79;50;87;43;86;45;76
39;97;19;45;7;56;36;100;10;61;30;80;37;87;57;100;12;66;48;85;40;77;50;76;30;80;3;60;28;55;18;45;47;89;47;64;43;80;50;86;43;87;45;76
38;97;19;45;7;56;35;100;10;61;30;80;37;87;57;100;12;66;50;88;39;81;50;76;30;80;3;60;28;55;18;45;47;90;47;64;43;80;50;81;44;87;45;76
38;97;19;45;9;56;36;100;12;52;30;80;36;87;54;100;14;63;54;82;41;79;52;62;30;80;7;56;27;69;19;42;49;91;47;64;42;79;51;81;44;88;45;71
37;93;21;42;10;56;36;100;16;45;32;75;34;81;52;99;14;64;61;54;43;76;54;58;30;86;10;47;25;86;19;42;55;77;47;64;44;76;51;84;45;88;46;66
38;86;23;36;14;52;35;100;16;45;36;70;34;81;52;97;16;61;64;47;49;60;57;59;30;86;12;48;25;86;21;38;57;72;47;62;44;75;58;64;48;87;48;66
41;66;23;36;14;52;36;100;16;45;36;70;34;81;52;96;17;59;64;47;50;54;57;59;30;86;12;48;25;86;21;38;59;65;48;62;47;70;61;56;50;85;48;66
40;63;25;39;18;49;36;96;19;42;37;70;36;75;52;94;18;61;66;47;52;50;63;42;30;86;14;41;25;86;21;38;61;61;48;62;48;64;62;51;54;79;50;62
