2004-02-28 00:59:16.521007;20.2432;36.3362
2004-02-28 01:00:16.420708;19.9884;36.7495
2004-02-28 01:04:46.1978;19.4788;37.9161
2004-02-28 01:05:46.753196;19.4494;37.9845
2004-02-28 01:09:16.769857;19.3808;38.0187
2004-02-28 01:09:46.772635;19.3808;38.1555
2004-02-28 01:10:16.511831;19.3808;38.2239
2004-02-28 01:10:46.397696;19.4004;38.1213
2004-02-28 01:11:16.074607;19.4004;38.258
2004-02-28 01:11:46.758219;19.42;38.0871
2004-02-28 01:12:16.536886;19.4004;38.1213
2004-02-28 01:12:46.058532;19.3906;38.1897
2004-02-28 01:13:16.67562;19.3808;38.1213
2004-02-28 01:14:46.075707;19.3612;38.0871
2004-02-28 01:15:16.285702;19.3612;38.0871
2004-02-28 01:15:46.597667;19.3416;38.0529
2004-02-28 01:16:16.294868;19.3416;38.1213
2004-02-28 01:16:46.288195;19.3318;38.1213
2004-02-28 01:17:16.538658;19.322;38.1213
2004-02-28 01:17:46.214301;19.3416;38.1213
2004-02-28 01:18:16.857896;19.3318;38.258
2004-02-28 01:18:46.029923;19.3318;38.3946
2004-02-28 01:19:16.778369;19.3318;38.3946
2004-02-28 01:19:46.055931;19.3416;38.3946
2004-02-28 01:20:16.071132;19.3318;38.258
2004-02-28 01:20:46.552625;19.3122;38.1897
2004-02-28 01:21:16.143199;19.322;38.2239
2004-02-28 01:22:16.511726;19.3024;38.3263
2004-02-28 01:22:46.67449;19.322;38.3946
2004-02-28 01:23:16.799929;19.3122;38.3605
2004-02-28 01:23:46.642783;19.3024;38.258
2004-02-28 01:24:16.66103;19.3024;38.1555
2004-02-28 01:24:46.597945;19.2926;38.258
2004-02-28 01:25:16.547495;19.2828;38.2922
2004-02-28 01:25:46.84764;19.2926;38.1897
2004-02-28 01:26:16.547226;19.2828;38.1897
2004-02-28 01:26:46.618153;19.2632;38.258
2004-02-28 01:27:16.871111;19.273;38.258
2004-02-28 01:27:46.32802;19.273;38.258
2004-02-28 01:28:16.839922;19.273;38.258
2004-02-28 01:28:46.113149;19.2436;38.3263
2004-02-28 01:29:16.305067;19.2534;38.1897
2004-02-28 01:30:16.375387;19.224;38.2239
2004-02-28 01:30:46.087298;19.224;38.258
2004-02-28 01:31:16.368411;19.2338;38.2239
2004-02-28 01:31:46.85826;19.2338;38.258
2004-02-28 01:32:16.358532;19.2338;38.1897
2004-02-28 01:32:46.576814;19.2338;38.2239
2004-02-28 01:33:16.174797;19.2142;38.258
2004-02-28 01:33:46.827433;19.224;38.2239
2004-02-28 01:34:16.918451;19.2044;38.258
2004-02-28 01:34:46.080834;19.2044;38.258
2004-02-28 01:35:16.428167;19.1848;38.258
2004-02-28 01:35:46.830547;19.1848;38.3605
2004-02-28 01:36:16.410638;19.1848;38.258
2004-02-28 01:36:46.327938;19.1652;38.3605
2004-02-28 01:37:16.922229;19.1848;38.3263
2004-02-28 01:37:46.844814;19.175;38.258
2004-02-28 01:38:16.081527;19.1848;38.258
2004-02-28 01:38:46.663923;19.1652;38.2239
2004-02-28 01:39:16.344043;19.1652;38.3263
2004-02-28 01:40:16.132464;19.1652;38.258
2004-02-28 01:40:46.625009;19.1554;38.258
2004-02-28 01:41:46.098201;19.1456;38.258
2004-02-28 01:42:46.194686;19.126;38.2922
2004-02-28 01:44:16.430669;19.126;38.2922
2004-02-28 01:44:46.919343;19.126;38.2922
2004-02-28 01:45:16.612928;19.1162;38.2922
